x,y,label,color
-1.7485081679781178,26.958723962610392,1,#1f77b4
-1.8997580246201744,26.73732528007407,1,#1f77b4
-2.2640501899737577,26.530878573034236,1,#1f77b4
-2.488076128523444,26.328299150000845,1,#1f77b4
-2.8108491524623904,26.20254085015605,1,#1f77b4
-3.409409377827303,25.937040897533493,1,#1f77b4
-3.9430783195197088,25.737022244503176,1,#1f77b4
-4.727824816585835,25.489879491927432,1,#1f77b4
-5.148308922995144,25.364041358181474,1,#1f77b4
-5.278611403290767,25.330718333030653,1,#1f77b4
-5.549260662538356,25.2975241435723,1,#1f77b4
-5.9980125348634195,25.161980178812296,1,#1f77b4
-6.4064533785072655,25.037843696026382,1,#1f77b4
-7.070604431348882,24.820877997320242,1,#1f77b4
-7.558723934759939,24.638914598190688,1,#1f77b4
-8.062927488322462,24.475014807195546,1,#1f77b4
-8.663564426375384,24.27954554071297,1,#1f77b4
-9.237510538840905,24.130555220692713,1,#1f77b4
-9.735314349248823,24.017550314068913,1,#1f77b4
-10.093239379520009,23.969076841234735,1,#1f77b4
-10.658379154096739,23.91853879963121,1,#1f77b4
-11.259923589634647,23.902332819981275,1,#1f77b4
-11.678655671570278,23.904282129608248,1,#1f77b4
-12.263855071942562,23.923892482670542,1,#1f77b4
-12.77441549011358,23.965516436714253,1,#1f77b4
-13.237898090448319,24.001403356068845,1,#1f77b4
-13.674447694972976,24.06349268888549,1,#1f77b4
-13.907660900777865,24.015309395328607,1,#1f77b4
-14.142907574289723,24.084935889362473,1,#1f77b4
-14.635873814596604,24.35241467768642,1,#1f77b4
-15.09068174024428,24.533992056169467,1,#1f77b4
-15.60666126493586,24.774243559992374,1,#1f77b4
-15.96896809283103,24.900501420081397,1,#1f77b4
-16.224788578434143,25.08524447501549,1,#1f77b4
-16.45408286788691,25.315597196414558,1,#1f77b4
-16.801633128461802,25.288106241318527,1,#1f77b4
-16.928666093297515,25.585910517368358,1,#1f77b4
-17.04914867763977,25.757440747581985,1,#1f77b4
-16.88182795588366,26.11081590092701,1,#1f77b4
-16.79556202848465,26.26629700469853,1,#1f77b4
-16.48417472464933,26.419894941314645,1,#1f77b4
-16.21621430362416,26.677971743059175,1,#1f77b4
-15.910165487575643,26.898168636847995,1,#1f77b4
-15.506791695317895,27.141303112665582,1,#1f77b4
-14.990678807154685,27.535581460087656,1,#1f77b4
-14.363082521997274,27.9263276460245,1,#1f77b4
-13.925366228231473,28.19766959139734,1,#1f77b4
-13.40020498500777,28.512015722895583,1,#1f77b4
-12.807142115240397,28.848933827740233,1,#1f77b4
-12.336651249777892,29.07487462769858,1,#1f77b4
-11.724194965619951,29.306595214008954,1,#1f77b4
-11.07936136826736,29.476936683924965,1,#1f77b4
-10.4874826084347,29.58325953600824,1,#1f77b4
-9.915635367120089,29.621718375451955,1,#1f77b4
-9.414213500954666,29.60021957028095,1,#1f77b4
-8.58077807334277,29.51634540637124,1,#1f77b4
-8.021890760659767,29.428222599649768,1,#1f77b4
-7.559005023905417,29.33539292746832,1,#1f77b4
-6.918537250393502,29.161354034710588,1,#1f77b4
-6.475606042924082,29.033607199172582,1,#1f77b4
-6.045012581071178,28.908511583061678,1,#1f77b4
-5.680511891308316,28.816140579113732,1,#1f77b4
-5.080309400006481,28.69430301333059,1,#1f77b4
-4.0468452581317855,28.525811183444848,1,#1f77b4
-3.3787685921851,28.39142327458822,1,#1f77b4
-2.805903488153583,28.269979332202546,1,#1f77b4
-2.4238757254956056,28.194703026635803,1,#1f77b4
-2.0384577489856848,28.054515522672276,1,#1f77b4
-1.8523414472935238,27.934117842810252,1,#1f77b4
-1.585397487503502,27.7303178323503,1,#1f77b4
-1.5781654554809703,27.467685127027718,1,#1f77b4
-1.5518124731624767,27.202891145929517,1,#1f77b4
-1.8616778211255764,-29.20293056837089,2,#aec7e8
-1.791137791216936,-29.110389869904225,2,#aec7e8
-1.6940337597051498,-28.727548348567463,2,#aec7e8
-1.248289200798297,-28.918103264506698,2,#aec7e8
-0.878424760248813,-28.93012913109702,2,#aec7e8
-0.2663891825100128,-28.85876591788392,2,#aec7e8
0.21781251369098298,-28.792367606786602,2,#aec7e8
0.8384044397875535,-28.723119391333622,2,#aec7e8
1.2166975820960528,-28.69597917517694,2,#aec7e8
1.7151670373923638,-28.667759501947277,2,#aec7e8
2.272357750387181,-28.666092295628196,2,#aec7e8
2.9423806186640378,-28.734516159370507,2,#aec7e8
3.5441463838253977,-28.874123163042142,2,#aec7e8
4.219556207442956,-29.137669002545433,2,#aec7e8
4.887578393801731,-29.476404531042064,2,#aec7e8
5.324883107322029,-29.71279305335387,2,#aec7e8
16.9794527335027,-35.45977843945025,2,#aec7e8
17.076868958059354,-34.76329369630386,2,#aec7e8
16.480173307568922,-33.92722926429911,2,#aec7e8
15.645095119920894,-33.04130658602192,2,#aec7e8
14.9755510675263,-32.377919520198375,2,#aec7e8
