x,y,label
-80.41576706429606,-43.807950565418054,0
12.264869934447082,-60.843859080309585,0
58.51616572006873,-15.7485076381262,1
94.61842796492294,-47.61247965859479,1
-49.60179820959394,80.43760352967891,0
-56.035316349812106,-52.11030888652219,0
-82.84741820447155,-12.506246435650517,0
40.177964828746774,54.29777189956495,1
-34.13958757246339,60.46912196868719,0
-19.979869585462794,-58.231696058918416,0
-39.8603409379014,-103.1494858230878,1
75.51224259797061,21.984471137221597,0
-34.63115365684631,-10.316274518873358,0
-1.945216497843685,-60.292732493556585,0
-32.05461768311664,-106.09923794061251,1
77.63059042429308,62.90623985144943,1
-88.05867508218002,74.60100399805684,0
9.684433253700254,-14.544760622024473,0
0.8608329814300556,-3.240053225080002,0
52.08208187514818,76.66832366310865,1
67.03639366704158,12.073439426121695,1
-37.57625573691184,68.77758869332646,0
-21.372321232518928,-49.957567552662375,0
11.165007848865597,98.92630945371548,0
74.27439042211016,38.8146484913592,0
27.147572989376823,-42.17727714732657,1
-99.87328290963531,-29.664817408229183,0
-75.47224140955875,-8.682022781340187,0
54.59930828977897,-85.29333869831738,0
-83.96056807461567,29.66684295783271,0
68.68167676980224,-29.97421678707788,1
-17.55988378718633,-35.05949325095434,0
19.485471872234577,116.55686347950416,0
71.20815301320091,-19.508730248365868,0
-14.665205033141126,-3.798895120372651,0
-3.399034638635912,-57.0559916085524,0
74.78844185584272,10.301715653537777,1
-52.30459074286502,-71.25466645331625,0
-58.42451735672941,-50.65457178603114,0
-106.56262108639149,-21.54157290303837,0
61.385036650479684,76.30385915985295,1
48.86735860559422,3.1167705133229533,1
15.232191642664468,-88.78291441417511,0
-14.810621954238181,-97.12257419082728,0
-102.18525043094567,61.37110598290729,0
26.771848317965315,5.2761459242926225,1
-38.1359609222769,-84.30367293956631,0
64.02987704283622,-62.253937049641834,0
-23.75067025841283,-37.61188865751785,0
-6.573767575749823,20.040437350347247,0
-81.62277117395087,78.40865381019759,0
-78.07652424552309,-21.832522439171935,0
87.277336335078,-7.172390260368095,0
-107.18863239635365,2.0122354693850655,1
-50.50440752178728,-56.1562517590265,0
-34.52646481649864,75.76875820512555,0
49.819594261865895,-84.66063529344798,0
89.74283738878935,29.26939465262717,1
37.66812054149486,-59.03835016908871,1
-3.978240232959947,-113.62247433851647,0
-2.953610770773774,66.35862127295397,0
-61.54177130151903,25.83197977052682,0
15.499963056547317,66.47216606549117,0
-50.53249251196433,-34.893315253124086,0
-12.160405125584557,15.807668630788395,0
-1.8311654510897033,78.82493385774117,0
54.52988938287382,36.43307214065863,1
-82.29667506178583,77.51404304349516,0
-77.03547132478616,5.6768267977034474,0
28.52040022947878,-68.53788288029885,0
54.371879007395634,-27.96829315537229,1
61.083804727995755,-9.000268333871347,0
-22.125565645820487,-108.78705047394519,0
-46.39942296775993,53.998101431615616,0
82.89017492075058,-61.872429541142154,0
-65.48643777181246,-56.27657245678557,0
-38.24602826428414,-118.01306543023424,0
26.938901176378284,-58.05194405180802,0
10.501956991535865,-80.70445665982948,0
-39.58806341373305,53.32160987209222,0
43.841615427255554,-30.540404607420253,0
25.111564662700257,105.12562333459138,0
94.27804335518753,-10.079443262701473,0
106.55447020337634,60.379377819288244,1
40.367542615503,-44.345381128654246,0
-23.300893315705526,-17.34472838108854,0
-83.49185698201543,-72.16883956349231,0
23.26267605008107,-63.52631463652771,1
-89.37068879205115,44.82069556231201,0
16.43690922945968,20.24274071332019,1
0.7684191494155833,65.81303514790865,0
-48.04250795263591,-59.530893295812795,0
16.43990926791901,20.598320297903467,1
25.770599087029055,91.05269355476301,0
38.64321956398914,97.60493213987388,0
-92.54287466979395,-24.756523588737895,0
-15.242816260901858,87.83706840037961,0
-13.165498425775546,-79.62866428424459,0
11.507658817479665,-79.00971988438317,1
-36.87368056512136,-10.192799733787105,0
13.698049090830661,-3.8696850060138965,0
-29.506736963549194,53.4549439974056,0
-93.46831571125904,67.7596647442681,0
-25.32234633762785,-47.705870118007766,0
4.560141035333122,4.126146713016773,0
-44.820019960669796,-41.78548038478184,0
25.23920075568526,-82.05531797250681,0
-121.2128108224348,-14.812799275953886,0
-97.56103722032881,70.44001884046097,0
-35.61084560105082,-22.30976578788057,0
-49.84831131118198,-35.911496937591544,0
85.8447947727614,-73.60864587499846,0
56.447561962017524,-2.1419762113038163,1
-56.51518142661912,-26.036466583241257,0
98.45137830081072,-39.79469901813386,0
-89.76034519185421,-16.718092411397368,0
55.90199659669274,-86.78980773252579,0
-85.4825173351205,-72.17212813190866,0
-15.992970758732735,-10.556805485583455,0
6.6621771447409355,43.441438010543465,1
16.937063435902076,42.01479948885114,0
-60.42029333201125,91.44972962745999,0
-96.91603313371569,60.166388515137456,0
-35.63862199709178,30.154561749756773,0
-11.119295619099834,-14.917634717574117,0
-5.23128925465846,8.532804798483076,0
24.14822865209638,33.36743640396212,1
-105.0752433326554,-45.071067451185144,0
15.6362690332827,-50.27341908514461,1
115.45189990468343,12.168974003328126,1
83.06419390361393,-36.31490241286076,0
-41.159228126040645,4.7705498985597865,0
-44.71168644499287,-13.615699050751122,0
46.2655491314993,73.53071128916848,1
8.227123735553977,-99.05443449980348,0
-12.71407628715651,69.49261680865136,0
26.183625900600124,-64.99254043553033,1
-29.458669741249054,-71.26645548409267,0
10.792867132214907,-28.571629297172333,0
-11.887808201381263,-83.23906946367069,0
63.213376139543136,75.25116939528161,0
-60.44494313762768,76.0574335748568,0
44.317788427592006,-65.19330363051667,1
112.59501182948824,-22.118486460064062,1
-6.708725491043633,94.07575837296241,0
-7.084148075739289,18.922636766253678,0
-4.244013361762832,33.229559734505536,0
25.170123358578756,-71.30047919526722,1
53.26555938757232,44.83230349506899,1
-97.16860320683706,1.759213914563263,0
-74.4050920290711,48.75803010119381,0
-0.4809913986615045,-30.96145436986854,0
-28.06618252247897,-69.3965712801539,0
-74.88084750270697,-44.6768570162916,0
116.42362094937032,0.3450390222797835,1
-34.673610744135445,75.54998538948097,0
