x,y,label
22.00866579001272,41.61754914367066,93
73.92334987100068,-30.42733990030985,72
-46.37454736772747,22.355943388912102,1
-60.67251904457142,28.310169840322967,7
-61.597112706425,28.176464860039246,7
-57.52188468983945,27.238560929669493,7
-23.786868286493696,62.56988541687347,0
-62.616593278776485,27.743974898985726,10
74.08652945992479,-30.622584806651005,73
66.99364962133905,-53.56781331484627,65
-58.040989768808,28.468988143731412,7
7.181203899165899,17.76862880627735,5
70.53885870245938,-44.26964155228359,63
-60.94647178210751,28.31195268278031,7
-65.37034805001043,27.22644858257331,10
-58.15366380655376,28.220398800468562,7
36.2962980536437,71.04670197569776,36
-75.76553923032779,-26.37211886562404,16
-15.514831218281794,61.759433056917544,31
6.169902243122823,20.252961790026628,5
-58.09730962808066,27.968653290551142,7
6.203085842390231,17.412334745511885,5
-58.26202081366848,27.926412804256238,7
4.54602075103366,66.66153280658459,41
-61.659269417793794,27.85323213705315,7
-58.22540521017239,28.081999202083,7
3.035070573526408,55.88839575295705,34
-60.796742165924755,62.07009492685167,56
2.4396563497098427,54.314716014305525,34
0.9055534611492061,62.36960877956214,42
15.027880273866693,85.6656480235817,40
14.253408418050693,79.49944522565669,39
49.38026118919833,80.67203729303087,38
-23.842393329033996,-15.610035166611825,29
48.85670131808682,80.35299922818301,38
-8.6103271944154,53.26500344016541,33
34.67673885853791,71.66850046980012,36
5.450102581564601,61.88022581489652,34
34.24452437889645,74.3393014341662,38
0.07682705697671746,56.9859118704816,34
49.23359027533365,80.53728060112795,38
48.422779853531544,80.0982802221898,38
-7.106589609123605,78.67560399675355,43
48.5376038065673,77.93518424767565,38
11.904514960815527,84.72263691129388,40
48.61329710656745,78.1124011989943,38
48.61197384297442,78.05620580396888,38
48.594433432603076,78.02130516076615,38
35.944984467115695,82.66761289475313,38
-1.6119380000375052,71.19308510640332,43
34.03741843805895,88.02682317355901,38
34.82262256255029,71.71112848084682,36
-5.411897229053941,53.458195192404496,34
-14.010359342564792,63.48469525925414,30
28.91904509068617,79.03533527748317,38
48.60536530325999,78.12359710557288,38
32.75669939258883,64.02444024719826,35
-1.0405623518899645,82.12946574578068,43
23.3186383877298,78.31411587438592,39
14.50374790749688,81.63475388863894,39
1.7590208183285705,62.052008600375764,42
1.0693288162521617,60.450110374825876,34
28.004524621763682,91.657003945235,38
2.1236544161614894,55.80663865733869,34
12.02850061964541,83.69361313071045,40
2.3267456394059884,54.47614316548145,34
-24.920232260203075,-12.203899460695187,29
48.184878491094885,79.21416937576672,38
49.15264469895171,80.58774730300418,38
-9.065766407198906,102.5403449611454,48
32.61885937936894,86.9039862477818,38
-32.26354976829768,96.20722461873586,50
-13.96218889440923,63.52362597987521,30
49.1196031812544,79.45523070311158,38
49.36503277829488,79.78845119153516,38
47.297754678053764,83.1571723539168,37
-2.3258266324016414,96.73971548121587,46
-11.219413263792678,93.6202681891057,47
-26.349154155319376,-15.399583382402447,29
-6.443869574968664,80.62326780154527,44
-7.911708272266478,85.27852505602596,44
-25.71332763477753,89.83223552002785,51
48.413046510351876,79.44823143685961,38
1.663004526266807,84.15421760105554,45
-10.555505052387222,82.38076971863029,44
-11.43383946570789,94.18119136171143,47
23.135676677466503,77.59949346662582,39
-7.165903216811917,78.63888871241328,44
28.677500324518622,77.29446606187916,38
-24.39445836563834,91.9481507891905,49
4.290935429095544,87.27269053911793,45
33.10172322293636,71.0236521118513,36
49.32121166166849,79.49142585926299,38
2.7969490548878375,54.23714698113681,34
24.848074827085146,77.35885658999895,39
-25.83632943469255,-15.358006888385777,29
2.9908290471135865,54.50990954967729,34
-4.758738520200948,52.22664313957603,34
34.70331700890547,71.68842173062515,36
23.966009877792807,77.66879347461168,39
7.8117003393003275,66.89674599731475,41
-0.9569646431644702,68.69245181837097,43
49.047823003661335,77.4221123091499,38
2.59676936141254,64.72923561939014,42
48.8084047729,77.83274541585072,38
-25.71838513546592,-14.950757199654355,29
2.9250267590081886,55.6747576599263,34
2.1457759161650674,54.87736198489075,34
2.5054466434411036,54.29960460680435,34
-4.145188436645247,58.338664573300385,34
-6.127281600298836,50.019833439251975,33
2.611497737659709,55.06605141815443,34
-5.379727883470299,49.131509332510376,33
-3.6354264037697757,49.598465636849916,33
-2.386306179136564,59.72268086470289,34
-5.0892679211185206,58.098288235331694,34
-4.807336041412237,51.95713345178552,34
-5.1356866098347025,49.498800224840636,31
-4.947095699012183,48.94792110497434,33
-6.423463604239796,49.897888808188554,31
1.2822108167750255,53.85833293461728,34
1.7574817712951762,54.08594582697798,34
-3.8924741068538706,59.11867997041026,34
1.1261976077259648,51.807819105869356,33
-5.23142114982613,49.14466150980844,31
74.10299770089071,-45.404106800639916,64
0.5653428719249397,61.1429869469001,34
-5.410535203533802,50.10370503119324,33
-0.5861579874958097,58.113882308465406,34
2.5402798260820014,54.35708401007991,34
-9.615255396055614,55.40746166873478,33
0.03340844307401978,57.413834767357564,34
-5.410509268923009,49.58253023993267,33
-4.673754065446903,50.15347555131254,34
0.9695687786005676,61.48760298666495,34
3.483244155730066,54.38802985375554,34
-4.454023456643228,48.49433555278648,33
2.991598793584924,54.535752949196784,34
-4.146393324248875,48.47009990562327,33
-4.957007429708567,49.81454927300663,33
-12.271007306614717,51.578120433312435,31
-5.135948757880883,49.21376621240906,33
3.0791274998396516,54.65266720729412,34
2.876260864776254,54.257689074206525,34
-0.7392381319570017,68.28733268965257,42
32.853650806929096,63.78290924252739,35
0.9631755320849373,61.467786254095174,34
-26.034232794600463,-15.399791413609446,29
29.161836082073634,77.76487555752298,38
25.045949512647912,77.24501236593146,38
-5.2928136811336595,49.532446469294236,31
-2.720614561033269,74.31309284122807,43
25.015910287629705,77.3467798134366,38
2.6729915853873245,68.75007177303931,42
2.891052142602359,54.36364666807842,34
25.015853238590754,77.36248353943161,39
2.4137513105873927,69.12172259909785,42
11.571361015259534,85.06116978087938,40
7.8015522131599635,66.82716905055021,41
6.655982467788288,53.71110114824782,34
1.5893795910323856,84.26248776964043,45
-4.948683358584486,100.55722960551792,46
49.442578468140134,80.76275724447173,38
34.87877318723494,71.88271597567385,36
49.09191747291531,79.76181592123696,38
49.36121420059461,79.44528119389271,38
9.663241806912255,73.02056788503887,41
-6.772079279835021,84.14390651445416,44
7.097215723685268,64.53302196938085,41
1.3091546479105682,82.54448598495583,45
48.924689405977546,77.92827385620444,38
48.19296001284998,78.6951055654934,38
0.8703678586310349,83.92632347837016,45
4.301705376637321,87.488999838522,45
-11.422700539719525,93.95741384062735,47
-11.452731937757493,94.03820987237408,48
48.86158119893966,80.17407519015909,38
48.77099212032178,78.55481550405595,38
47.7581569425593,83.30518062841601,37
6.670161229435219,53.70146724876908,34
28.923063321916544,78.81484140921827,38
25.37938615161082,85.83291633440575,38
-68.19994587881261,12.78285365183672,12
-87.40657026326897,21.124138086484155,26
-89.12622089841656,-11.496379073774142,20
-94.22464884062474,-11.649733854490437,20
-93.19455336687786,25.762826045858972,27
-95.73338453348177,-16.794185125829912,19
-89.6679320463529,20.829648406367266,26
-73.21741815981197,3.4665389833010796,24
-68.30774351268819,-2.382526026771388,25
-68.13709887208235,12.679185949903998,12
-90.052848384969,21.262540385868796,27
