x,y,label
38.555089670003866,-0.640736123669334,5
83.22458831482639,40.74315210611887,0
10.69145563626511,-97.26912039875212,4
-67.76981380042095,47.81418439500148,1
-23.20166219044043,-49.79723192830936,9
-34.791319536624165,84.33429984273201,2
-99.84077955013642,-4.36187509526094,1
10.660648040784535,61.59554372280444,3
-93.50926303248673,-5.28146869032733,1
13.228416573158414,-49.03204645451413,4
20.638852203993967,63.268038401409086,3
20.51193508245837,-29.76864294532272,5
24.008961950274433,40.666563448179126,3
80.61708888396105,-28.92230424556255,6
-100.57567335642824,9.34978345540386,1
-41.96712125834305,-20.742395934331835,7
-18.79448789855417,73.43096139992721,2
-28.9332730344426,12.955748296114118,8
63.388735155975176,-19.15604798613513,6
-26.831403825140175,-29.348811297760122,9
8.164463165741697,-96.15322065167592,4
86.71881397259182,44.48583929376899,0
-22.041595772904554,-34.43082504778619,9
-67.21809285920877,48.37145718962519,1
-43.241634337109936,37.78593765308252,1
-22.653496290152855,49.247842141132175,2
1.5077469569850523,-68.04741969568694,4
19.900693829494998,52.773020256588495,3
-56.1096957831712,-7.741490358334899,2
-40.99741422664335,-8.648612974336887,7
32.6714418856967,34.20557968459176,3
-32.21746076734348,11.708717555556861,8
83.61665626479639,-38.83989134348419,6
-25.94158145633702,-27.30697601256844,9
66.39012551548518,45.44270029796673,0
16.45512823959108,-24.13037752983151,5
61.69181464367717,-29.025208035597775,6
69.72804334415149,46.03079536304052,0
-54.84532737213773,-53.293344634490346,7
76.22351262850215,-35.92508763298181,6
-76.06448049217039,8.232345695064609,1
-16.28562987622687,13.205413385306613,8
-55.15770480480916,-43.65609346324997,7
-27.127888187196376,-30.687594977950866,9
10.220707705502683,35.758648715396696,3
-23.155867730495807,-51.22798819844031,9
-5.724017201094993,7.330483639715451,8
27.41976231916504,-21.666164884758576,5
8.394346580625568,37.12757379168861,9
14.833878593816939,56.83044532673615,3
31.043769334984407,55.29729115466369,3
88.90300807026222,35.561303756489934,0
-73.53135009329282,-46.538329236305636,7
3.5425989970465457,-49.41973983855566,4
-25.761978450574862,-52.356523001394805,9
-18.2523531420619,4.3643356536772675,8
85.88071001922414,24.065700153791855,0
-21.30865830289405,-33.804135822805975,9
1.949610922634115,-83.98374827041991,4
-69.87529354045338,46.09887072773078,1
14.457968260863675,-97.6427309971244,4
7.999945285339577,-46.82176630147484,4
