rank,p_standard,p_smooth_gamma0.5
1,0.2871511568697341,0.07178986587983738
2,0.04469208712837628,0.028321951530120716
3,0.04434342071015753,0.028211258011713664
4,0.042815025213920714,0.027720812725614864
5,0.03735756720142153,0.025893881131874383
6,0.02881005544595496,0.022739447261012617
7,0.027448238557326653,0.022195508369049752
8,0.026984377742445564,0.022007163027323768
9,0.026345142680341344,0.021744936026330656
10,0.022594933132040834,0.020137863233959365
11,0.02242856658457284,0.020063588692528576
12,0.020726326539209663,0.0192871929350785
13,0.020044386300053972,0.018967244335644107
14,0.01971482207955217,0.018810671008433297
15,0.018881663612525666,0.018408906202614626
16,0.017467352617509507,0.017706038352286985
17,0.01731090250290014,0.017626566021792713
18,0.013094261411738074,0.015330219043536212
19,0.01174842297127048,0.014521037390809613
20,0.010490490753355584,0.013721631736377193
21,0.009244879551619158,0.012881264127941341
22,0.00881557982871094,0.012578628711717122
23,0.008454711886384138,0.012318483982073405
24,0.008222547410902838,0.012148175292696699
25,0.007498144497256814,0.011600715057388937
26,0.006636340503451383,0.010913704418221119
27,0.006614399375587176,0.010895647988083812
28,0.006016809202320033,0.010391804714557976
29,0.004881650264169537,0.009360330597391216
30,0.004606565517242259,0.009092775802906083
31,0.00458876880854086,0.009075194583562058
32,0.004370862704495982,0.008857097780929324
33,0.0038413803614050475,0.008303314976857877
34,0.0037845065966532108,0.008241618171891486
35,0.0037392747230135383,0.008192218812520717
36,0.0037381430478757994,0.0081909790491177
37,0.003727431690115543,0.008179235324142825
38,0.0037251092828147203,0.008176686856838523
39,0.0035866299193528365,0.008023265066447741
40,0.003528921052700628,0.007958456157817023
41,0.0035133118792256813,0.007940835673551616
42,0.0034759424385227794,0.007898491312196533
43,0.0034628085311440636,0.0078835548978665
44,0.0034446207211141187,0.0078628241284059
45,0.0034370792069458537,0.00785421213656509
46,0.0034075764296291043,0.00782043047806405
47,0.0034008600838127214,0.007812719627882237
48,0.003399199030822631,0.007810811444956622
49,0.003359105420582691,0.007764610478794092
50,0.0032950492923275853,0.007690220895178808
51,0.003174109269316356,0.007547772361369848
52,0.0031687585303950237,0.007541407868142294
53,0.003142654004888124,0.007510280220102677
54,0.003053118831750444,0.007402522068982189
55,0.0030436581556302963,0.0073910441009724165
56,0.003038660323283827,0.007384973383789595
57,0.002918819310708557,0.007237881396184174
58,0.0028553044622702597,0.007158698451314997
59,0.0028540039416409075,0.007157067960503508
60,0.002823525974404269,0.0071187501482102775
61,0.002742126199330625,0.007015386067613225
62,0.002659276462111025,0.0069085928945690645
63,0.0026129997661985534,0.0068482174548342815
64,0.002609884858632466,0.006844134422437794
65,0.0025952655816820027,0.006824938785034571
66,0.0025923310767065355,0.006821079164346206
67,0.0023500970520056465,0.006494575287643102
68,0.002341194509571423,0.006482262372274155
69,0.0023340658676878167,0.006472386012960466
70,0.002320579301931867,0.006453659737862146
71,0.0023041551974015586,0.00643078101163998
72,0.0022938867036607124,0.006416435586940429
73,0.0022827166491914165,0.006400794143231327
74,0.002234951481187571,0.006333472753086884
75,0.002196648863839359,0.006278966657623581
76,0.0021621853250300225,0.006229516127881083
77,0.0021441018604601227,0.006203411112034831
78,0.002088361790248046,0.006122245294382497
79,0.0020564066928893208,0.006075224918941798
80,0.0020276080054485567,0.0060325350713269
81,0.001992318911705006,0.005979808628932691
82,0.001970572925435896,0.0059470845453164865
83,0.0019312363508304949,0.005887427478328846
84,0.0019167604250661257,0.005865320844138351
85,0.0019111127675428593,0.005856673503662027
86,0.0018535311993615904,0.005767768317906122
87,0.001817006625947904,0.005710657479618198
88,0.0018082457278048127,0.005696873561468684
89,0.0017619617111174733,0.005623492109713089
90,0.0017483879925383203,0.00560178923217589
